	KEY	QUEST_TYPE	SORT_INDEX	ICON	BUTTON_ACTION	REWARDS	PREVIOUS_QUEST	UNLOCK_REQUIREMENTS	COMPLETE_REQUIREMENTS	EXTRA	GOOGLE_ID	APPLE_ID
1902	CAMPAIGN_ELITE_59_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=59&level=7	25 DIAMONDS	1901	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=59, level=7		
1903	CAMPAIGN_ELITE_59_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=59&level=10	25 DIAMONDS	1902	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=59, level=10		
1904	CAMPAIGN_ELITE_59_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=59&level=13	25 DIAMONDS	1903	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=59, level=13		
1905	CAMPAIGN_ELITE_59_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=59&level=16	25 DIAMONDS	1904	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=59, level=16		
1906	CAMPAIGN_ELITE_59_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=59&level=19	25 DIAMONDS	1905	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=59, level=19		
1907	CAMPAIGN_ELITE_60_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=1	25 DIAMONDS	1906	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=1		
1908	CAMPAIGN_ELITE_60_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=4	25 DIAMONDS	1907	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=4		
1909	CAMPAIGN_ELITE_60_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=7	25 DIAMONDS	1908	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=7		
1910	CAMPAIGN_ELITE_60_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=10	25 DIAMONDS	1909	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=10		
1911	CAMPAIGN_ELITE_60_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=13	25 DIAMONDS	1910	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=13		
1912	CAMPAIGN_ELITE_60_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=16	25 DIAMONDS	1911	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=16		
1913	CAMPAIGN_ELITE_60_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=60&level=19	25 DIAMONDS	1912	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=60, level=19		
1914	CAMPAIGN_ELITE_61_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=1	25 DIAMONDS	1913	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=1		
1915	CAMPAIGN_ELITE_61_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=4	25 DIAMONDS	1914	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=4		
1916	CAMPAIGN_ELITE_61_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=7	25 DIAMONDS	1915	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=7		
1917	CAMPAIGN_ELITE_61_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=10	25 DIAMONDS	1916	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=10		
1918	CAMPAIGN_ELITE_61_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=13	25 DIAMONDS	1917	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=13		
1919	CAMPAIGN_ELITE_61_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=16	25 DIAMONDS	1918	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=16		
1920	CAMPAIGN_ELITE_61_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=61&level=19	25 DIAMONDS	1919	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=61, level=19		
1921	CAMPAIGN_ELITE_62_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=1	25 DIAMONDS	1920	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=1		
1922	CAMPAIGN_ELITE_62_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=4	25 DIAMONDS	1921	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=4		
1923	CAMPAIGN_ELITE_62_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=7	25 DIAMONDS	1922	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=7		
1924	CAMPAIGN_ELITE_62_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=10	25 DIAMONDS	1923	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=10		
1925	CAMPAIGN_ELITE_62_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=13	25 DIAMONDS	1924	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=13		
1926	CAMPAIGN_ELITE_62_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=16	25 DIAMONDS	1925	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=16		
1927	CAMPAIGN_ELITE_62_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=62&level=19	25 DIAMONDS	1926	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=62, level=19		
1928	CAMPAIGN_ELITE_63_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=1	25 DIAMONDS	1927	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=1		
1929	CAMPAIGN_ELITE_63_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=4	25 DIAMONDS	1928	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=4		
1930	CAMPAIGN_ELITE_63_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=7	25 DIAMONDS	1929	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=7		
1931	CAMPAIGN_ELITE_63_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=10	25 DIAMONDS	1930	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=10		
1932	CAMPAIGN_ELITE_63_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=13	25 DIAMONDS	1931	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=13		
1933	CAMPAIGN_ELITE_63_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=16	25 DIAMONDS	1932	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=16		
1934	CAMPAIGN_ELITE_63_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=63&level=19	25 DIAMONDS	1933	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=63, level=19		
1935	CAMPAIGN_ELITE_64_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=1	25 DIAMONDS	1934	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=1		
1936	CAMPAIGN_ELITE_64_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=4	25 DIAMONDS	1935	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=4		
1937	CAMPAIGN_ELITE_64_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=7	25 DIAMONDS	1936	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=7		
1938	CAMPAIGN_ELITE_64_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=10	25 DIAMONDS	1937	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=10		
1939	CAMPAIGN_ELITE_64_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=13	25 DIAMONDS	1938	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=13		
1940	CAMPAIGN_ELITE_64_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=16	25 DIAMONDS	1939	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=16		
1941	CAMPAIGN_ELITE_64_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=64&level=19	25 DIAMONDS	1940	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=64, level=19		
1942	CAMPAIGN_ELITE_65_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=1	25 DIAMONDS	1941	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=1		
1943	CAMPAIGN_ELITE_65_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=4	25 DIAMONDS	1942	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=4		
1944	CAMPAIGN_ELITE_65_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=7	25 DIAMONDS	1943	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=7		
1945	CAMPAIGN_ELITE_65_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=10	25 DIAMONDS	1944	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=10		
1946	CAMPAIGN_ELITE_65_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=13	25 DIAMONDS	1945	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=13		
1947	CAMPAIGN_ELITE_65_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=16	25 DIAMONDS	1946	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=16		
1948	CAMPAIGN_ELITE_65_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=65&level=19	25 DIAMONDS	1947	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=65, level=19		
1949	CAMPAIGN_ELITE_66_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=1	25 DIAMONDS	1948	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=1		
1950	CAMPAIGN_ELITE_66_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=4	25 DIAMONDS	1949	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=4		
1951	CAMPAIGN_ELITE_66_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=7	25 DIAMONDS	1950	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=7		
1952	CAMPAIGN_ELITE_66_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=10	25 DIAMONDS	1951	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=10		
1953	CAMPAIGN_ELITE_66_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=13	25 DIAMONDS	1952	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=13		
1954	CAMPAIGN_ELITE_66_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=16	25 DIAMONDS	1953	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=16		
1955	CAMPAIGN_ELITE_66_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=66&level=19	25 DIAMONDS	1954	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=66, level=19		
1956	CAMPAIGN_ELITE_67_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=1	25 DIAMONDS	1955	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=1		
1957	CAMPAIGN_ELITE_67_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=4	25 DIAMONDS	1956	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=4		
1958	CAMPAIGN_ELITE_67_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=7	25 DIAMONDS	1957	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=7		
1959	CAMPAIGN_ELITE_67_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=10	25 DIAMONDS	1958	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=10		
1960	CAMPAIGN_ELITE_67_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=13	25 DIAMONDS	1959	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=13		
1961	CAMPAIGN_ELITE_67_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=16	25 DIAMONDS	1960	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=16		
1962	CAMPAIGN_ELITE_67_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=67&level=19	25 DIAMONDS	1961	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=67, level=19		
1963	CAMPAIGN_ELITE_68_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=1	25 DIAMONDS	1962	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=1		
1964	CAMPAIGN_ELITE_68_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=4	25 DIAMONDS	1963	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=4		
1965	CAMPAIGN_ELITE_68_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=7	25 DIAMONDS	1964	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=7		
1966	CAMPAIGN_ELITE_68_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=10	25 DIAMONDS	1965	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=10		
1967	CAMPAIGN_ELITE_68_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=13	25 DIAMONDS	1966	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=13		
1968	CAMPAIGN_ELITE_68_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=16	25 DIAMONDS	1967	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=16		
1969	CAMPAIGN_ELITE_68_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=68&level=19	25 DIAMONDS	1968	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=68, level=19		
30000	CAMPAIGN_ELITE_69_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=1	25 DIAMONDS	1969	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=1		
30001	CAMPAIGN_ELITE_69_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=4	25 DIAMONDS	30000	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=4		
30002	CAMPAIGN_ELITE_69_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=7	25 DIAMONDS	30001	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=7		
30003	CAMPAIGN_ELITE_69_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=10	25 DIAMONDS	30002	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=10		
30004	CAMPAIGN_ELITE_69_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=13	25 DIAMONDS	30003	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=13		
30005	CAMPAIGN_ELITE_69_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=16	25 DIAMONDS	30004	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=16		
30006	CAMPAIGN_ELITE_69_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=69&level=19	25 DIAMONDS	30005	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=69, level=19		
30007	CAMPAIGN_ELITE_70_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=1	25 DIAMONDS	30006	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=1		
30008	CAMPAIGN_ELITE_70_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=4	25 DIAMONDS	30007	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=4		
30009	CAMPAIGN_ELITE_70_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=7	25 DIAMONDS	30008	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=7		
30010	CAMPAIGN_ELITE_70_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=10	25 DIAMONDS	30009	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=10		
30011	CAMPAIGN_ELITE_70_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=13	25 DIAMONDS	30010	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=13		
30012	CAMPAIGN_ELITE_70_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=16	25 DIAMONDS	30011	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=16		
30013	CAMPAIGN_ELITE_70_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=70&level=19	25 DIAMONDS	30012	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=70, level=19		
30014	CAMPAIGN_ELITE_71_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=1	25 DIAMONDS	30013	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=1		
30015	CAMPAIGN_ELITE_71_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=4	25 DIAMONDS	30014	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=4		
30016	CAMPAIGN_ELITE_71_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=7	25 DIAMONDS	30015	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=7		
30017	CAMPAIGN_ELITE_71_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=10	25 DIAMONDS	30016	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=10		
30018	CAMPAIGN_ELITE_71_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=13	25 DIAMONDS	30017	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=13		
30019	CAMPAIGN_ELITE_71_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=16	25 DIAMONDS	30018	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=16		
30020	CAMPAIGN_ELITE_71_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=71&level=19	25 DIAMONDS	30019	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=71, level=19		
30021	CAMPAIGN_ELITE_72_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=1	25 DIAMONDS	30020	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=1		
30022	CAMPAIGN_ELITE_72_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=4	25 DIAMONDS	30021	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=4		
30023	CAMPAIGN_ELITE_72_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=7	25 DIAMONDS	30022	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=7		
30024	CAMPAIGN_ELITE_72_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=10	25 DIAMONDS	30023	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=10		
30025	CAMPAIGN_ELITE_72_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=13	25 DIAMONDS	30024	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=13		
30026	CAMPAIGN_ELITE_72_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=16	25 DIAMONDS	30025	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=16		
30027	CAMPAIGN_ELITE_72_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=72&level=19	25 DIAMONDS	30026	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=72, level=19		
30028	CAMPAIGN_ELITE_73_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=1	25 DIAMONDS	30027	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=1		
30029	CAMPAIGN_ELITE_73_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=4	25 DIAMONDS	30028	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=4		
30030	CAMPAIGN_ELITE_73_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=7	25 DIAMONDS	30029	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=7		
30031	CAMPAIGN_ELITE_73_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=10	25 DIAMONDS	30030	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=10		
30032	CAMPAIGN_ELITE_73_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=13	25 DIAMONDS	30031	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=13		
30033	CAMPAIGN_ELITE_73_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=16	25 DIAMONDS	30032	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=16		
30034	CAMPAIGN_ELITE_73_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=73&level=19	25 DIAMONDS	30033	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=73, level=19		
30035	CAMPAIGN_ELITE_74_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=1	25 DIAMONDS	30034	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=1		
30036	CAMPAIGN_ELITE_74_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=4	25 DIAMONDS	30035	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=4		
30037	CAMPAIGN_ELITE_74_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=7	25 DIAMONDS	30036	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=7		
30038	CAMPAIGN_ELITE_74_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=10	25 DIAMONDS	30037	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=10		
30039	CAMPAIGN_ELITE_74_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=13	25 DIAMONDS	30038	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=13		
30040	CAMPAIGN_ELITE_74_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=16	25 DIAMONDS	30039	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=16		
30041	CAMPAIGN_ELITE_74_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=74&level=19	25 DIAMONDS	30040	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=74, level=19		
30042	CAMPAIGN_ELITE_75_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=1	25 DIAMONDS	30041	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=1		
30043	CAMPAIGN_ELITE_75_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=4	25 DIAMONDS	30042	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=4		
30044	CAMPAIGN_ELITE_75_7	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=7	25 DIAMONDS	30043	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=7		
30045	CAMPAIGN_ELITE_75_10	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=10	25 DIAMONDS	30044	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=10		
30046	CAMPAIGN_ELITE_75_13	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=13	25 DIAMONDS	30045	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=13		
30047	CAMPAIGN_ELITE_75_16	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=16	25 DIAMONDS	30046	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=16		
30048	CAMPAIGN_ELITE_75_19	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=75&level=19	25 DIAMONDS	30047	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=75, level=19		
30049	CAMPAIGN_ELITE_76_1	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=76&level=1	25 DIAMONDS	30048	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=76, level=1		
30050	CAMPAIGN_ELITE_76_4	ACHIEVEMENT	4	elite_campaign	campaign/ELITE?chapter=76&level=4	25 DIAMONDS	30049	Once,FollowUp,HasChapter	CampaignWins(1)	type=ELITE, chapter=76, level=4		
