	TIER_1_TAGS	TIER_3_TAGS	TIER_4_TAGS	FRANCHISE	SKILL_1	SKILL_2	SKILL_3	SKILL_4	SKILL_5	PRIME_BADGE	PATCH_TALENT_1	PATCH_TALENT_2	PATCH_TALENT_3	PATCH_TALENT_4	PATCH_TALENT_5
MARY_SANDERSON	CONTROL_ROLE,YELLOW_TEAM,HOCUS_POCUS,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,BLIND,TENACITY_DECREASE,EVASION_DECREASE,HEAL_SELF,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,HEX,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	HEAL_TEAM,TENACITY_DECREASE,EVASION_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,IMMUNITY,REMOVE_BUFF	HOCUS_POCUS	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,BLIND,TENACITY_DECREASE,EVASION_DECREASE	HEAL_SELF,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	HEAL_SELF,SKILL_POWER_INCREASE	FANTASTIC_DAMAGE,HEX	CHARM,HEAL_SELF,ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	ATTACK_SPEED_INCREASE,SKILL_POWER_INCREASE,REALITY_INCREASE	HEAL_TEAM	TENACITY_DECREASE,EVASION_DECREASE	MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	IMMUNITY,REMOVE_BUFF
MAUI	TANK_ROLE,YELLOW_TEAM,MOANA,TRUE_DAMAGE,REDUCED_DAMAGE_TAKEN,NORMAL_DAMAGE,KNOCKBACK,ENERGY_TEAM,HEAL_OVER_TIME_SELF,ARMOR_INCREASE,REALITY_INCREASE,ENERGY_REMOVAL,ENERGY_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,REFLECT	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,HEAL_TEAM,IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,REMOVE_BUFF	MOANA	TRUE_DAMAGE,REDUCED_DAMAGE_TAKEN	NORMAL_DAMAGE,KNOCKBACK	ENERGY_TEAM,HEAL_OVER_TIME_SELF	ARMOR_INCREASE,REALITY_INCREASE	ENERGY_REMOVAL,ENERGY_SELF,SKILL_POWER_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	ARMOR_INCREASE,MAX_HP_INCREASE,REFLECT	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_TEAM	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	REMOVE_BUFF
MAX_GOOF	DPS_ROLE,RED_TEAM,MICKEY_AND_FRIENDS,A_GOOFY_MOVIE,FANTASTIC_DAMAGE,BLIND,ENERGIZE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,EMPOWERED,REMOVE_BUFF,NORMAL_DAMAGE,TRUE_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ENERGY_SELF,ENERGY_TEAM	PRECISE,REALITY_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,INCREASED_DAMAGE_DEALT,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,REMOVE_BUFF,SHATTER,PIERCE	MICKEY_AND_FRIENDS,A_GOOFY_MOVIE	FANTASTIC_DAMAGE,BLIND,ENERGIZE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,EMPOWERED	FANTASTIC_DAMAGE,REMOVE_BUFF	NORMAL_DAMAGE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	TRUE_DAMAGE,EMPOWERED	FANTASTIC_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ENERGY_SELF,ENERGY_TEAM	PRECISE,REALITY_INCREASE,SKILL_POWER_INCREASE	IMMUNITY	IMMUNITY	INCREASED_DAMAGE_DEALT	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	REMOVE_BUFF,SHATTER,PIERCE
MAXIMUS	TANK_ROLE,YELLOW_TEAM,TANGLED,NORMAL_DAMAGE,DAMAGE_INCREASE,STUDY,FANTASTIC_DAMAGE,HEAL_SELF,STUN,REDUCED_DAMAGE_DEALT,HARDY,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,PRECISE	IMMUNITY,HEAL_TEAM,DAMAGE_INCREASE,SKILL_POWER_INCREASE,INVINCIBLE,HEAL_OVER_TIME_SELF	TANGLED	NORMAL_DAMAGE,DAMAGE_INCREASE,STUDY	FANTASTIC_DAMAGE,HEAL_SELF	NORMAL_DAMAGE,STUN	STUDY,REDUCED_DAMAGE_DEALT	HARDY,SKILL_POWER_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE,DAMAGE_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,PRECISE	IMMUNITY	HEAL_TEAM	DAMAGE_INCREASE,SKILL_POWER_INCREASE	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF
MAYOR_BELLWETHER	SUPPORT_ROLE,YELLOW_TEAM,ZOOTOPIA,HEAL_TEAM,HEAL_SELF,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,CHARM,BERSERK,DAMAGE_INCREASE,SCARE,SKILL_POWER_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,SAP,ENERGY_SELF,ENERGY_TEAM,CLEANSE,NORMAL_DAMAGE,REDUCED_DAMAGE_TAKEN,MAX_HP_INCREASE	SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	PRECISE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,SAP,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,HARDY,REDUCED_DAMAGE_TAKEN	ZOOTOPIA	HEAL_TEAM,HEAL_SELF,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,CHARM,BERSERK,DAMAGE_INCREASE,SCARE	BERSERK,SKILL_POWER_INCREASE,DAMAGE_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,SCARE,SAP,ENERGY_SELF,ENERGY_TEAM	CLEANSE,HEAL_TEAM	NORMAL_DAMAGE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,REDUCED_DAMAGE_TAKEN,HEAL_SELF,HEAL_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SHIELD_SELF,SHIELD_TEAM,MAX_HP_INCREASE,SKILL_POWER_INCREASE	PRECISE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	SAP	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	HARDY,REDUCED_DAMAGE_TAKEN
MCLEACH	CONTROL_ROLE,RED_TEAM,NORMAL_DAMAGE,PRECISE,STUN,MOST_WANTED,DAMAGE_OVER_TIME,REMOVE_BUFF,HEAL_SELF,HARDY,DRAIN,LIMIT,CORRUPTION,CONFUSION,ARMOR_INCREASE,REALITY_INCREASE,ENERGY_SELF,MAX_HP_INCREASE,DAMAGE_INCREASE	HEAL_OVER_TIME_SELF,ARMOR_INCREASE,DAMAGE_INCREASE	INCREASED_DAMAGE_DEALT,TENACITY_DECREASE,EVASION_DECREASE,CLEANSE,BERSERK,HEAL_SELF,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT		NORMAL_DAMAGE,PRECISE,STUN	NORMAL_DAMAGE,MOST_WANTED,DAMAGE_OVER_TIME	NORMAL_DAMAGE,REMOVE_BUFF,HEAL_SELF,HARDY	NORMAL_DAMAGE,DRAIN,LIMIT,CORRUPTION,REMOVE_BUFF	NORMAL_DAMAGE,CONFUSION,ARMOR_INCREASE,REALITY_INCREASE,ENERGY_SELF,MAX_HP_INCREASE,DAMAGE_INCREASE	HEAL_OVER_TIME_SELF,ARMOR_INCREASE,DAMAGE_INCREASE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	TENACITY_DECREASE,EVASION_DECREASE	CLEANSE,BERSERK,HEAL_SELF	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT
MEGARA	SUPPORT_ROLE,BLUE_TEAM,HERCULES,CHARM,HEAL_SELF,FANTASTIC_DAMAGE,SILENCE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,COPY_BUFF,MAX_HP_INCREASE,TENACITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,PRECISE,CHARM,INVINCIBLE	HERCULES	CHARM	HEAL_SELF	FANTASTIC_DAMAGE,SILENCE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	FANTASTIC_DAMAGE,SILENCE,COPY_BUFF,SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,TENACITY_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	PRECISE	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
MEGAVOLT	DPS_ROLE,RED_TEAM,DARKWING_DUCK,FANTASTIC_DAMAGE,MOVE_SPEED_DECREASE,STUN,DAMAGE_OVER_TIME,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SKILL_POWER_INCREASE,REALITY_INCREASE,FANTASTIC_CRIT_INCREASE	IMMUNITY,TENACITY_DECREASE,EVASION_DECREASE,INCREASED_DAMAGE_DEALT,WEAKNESS,DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE	DARKWING_DUCK	FANTASTIC_DAMAGE,MOVE_SPEED_DECREASE	FANTASTIC_DAMAGE,MOVE_SPEED_DECREASE	FANTASTIC_DAMAGE,STUN	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME	FANTASTIC_DAMAGE,MOVE_SPEED_DECREASE,STUN,MAX_HP_INCREASE,SKILL_POWER_INCREASE	SKILL_POWER_INCREASE,REALITY_INCREASE,FANTASTIC_CRIT_INCREASE	IMMUNITY	TENACITY_DECREASE,EVASION_DECREASE	INCREASED_DAMAGE_DEALT	TENACITY_DECREASE,WEAKNESS	DAMAGE_OVER_TIME,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE
MEILIN_LEE	TANK_ROLE,RED_TEAM,FANTASTIC_DAMAGE,KNOCKBACK,STUN,REALITY_INCREASE,ARMOR_INCREASE,HEAL_SELF,HEAL_TEAM,SHIELD_SELF,SHIELD_TEAM,NORMAL_DAMAGE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,HARDY,CLEANSE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,HEAL_OVER_TIME_SELF,MAX_HP_INCREASE,TENACITY_INCREASE	SHIELD_SELF,SHIELD_TEAM,ARMOR_INCREASE,MAX_HP_INCREASE	IMMUNITY,PRECISE,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF,REMOVE_BUFF		FANTASTIC_DAMAGE,KNOCKBACK,STUN,REALITY_INCREASE,ARMOR_INCREASE,HEAL_SELF,HEAL_TEAM	HEAL_SELF,HEAL_TEAM,SHIELD_SELF,SHIELD_TEAM	NORMAL_DAMAGE,KNOCKBACK,DAMAGE_DECREASE,SKILL_POWER_DECREASE,HARDY	CLEANSE,HARDY,SKILL_POWER_INCREASE	CLEANSE,DAMAGE_INCREASE,HEAL_OVER_TIME_SELF,MAX_HP_INCREASE,TENACITY_INCREASE,SHIELD_SELF,SHIELD_TEAM	SHIELD_SELF,SHIELD_TEAM,ARMOR_INCREASE,MAX_HP_INCREASE	IMMUNITY	IMMUNITY	PRECISE	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	REMOVE_BUFF
MERIDA	DPS_ROLE,RED_TEAM,PRINCESS,NORMAL_DAMAGE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,ARMOR_DECREASE,WEAKNESS,MAX_HP_INCREASE,SKILL_POWER_INCREASE	DAMAGE_INCREASE,REALITY_INCREASE,BERSERK	WEAKNESS,INCREASED_DAMAGE_DEALT,BLIND,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	PRINCESS	NORMAL_DAMAGE	NORMAL_DAMAGE	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	ARMOR_DECREASE,NORMAL_DAMAGE	WEAKNESS,MAX_HP_INCREASE,SKILL_POWER_INCREASE,NORMAL_DAMAGE	DAMAGE_INCREASE,REALITY_INCREASE,BERSERK	WEAKNESS	INCREASED_DAMAGE_DEALT	BLIND	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	
MERLIN	CONTROL_ROLE,YELLOW_TEAM,THE_SWORD_IN_THE_STONE,DAMAGE_DECREASE,INVISIBLE,REDUCED_DAMAGE_TAKEN,FANTASTIC_DAMAGE,KNOCKBACK,ENERGY_SELF,FATIGUE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	INVISIBLE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,REALITY_DECREASE,TENACITY_DECREASE,WEAKNESS,DAMAGE_INCREASE,SKILL_POWER_INCREASE	THE_SWORD_IN_THE_STONE	DAMAGE_DECREASE	INVISIBLE,REDUCED_DAMAGE_TAKEN	FANTASTIC_DAMAGE,KNOCKBACK	ENERGY_SELF	FATIGUE,SKILL_POWER_INCREASE,DAMAGE_INCREASE,MAX_HP_INCREASE,FANTASTIC_DAMAGE	SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	INVISIBLE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	REALITY_DECREASE	TENACITY_DECREASE,WEAKNESS	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
MICKEY_MOUSE	SUPPORT_ROLE,RED_TEAM,MICKEY_AND_FRIENDS,FANTASIA,INCREASED_DAMAGE_DEALT,ENERGY_TEAM,HEAL_TEAM,HEAL_OVER_TIME_TEAM,ENERGY_SELF,MAX_HP_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,HEAL_TEAM	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,ARMOR_INCREASE,IMMUNITY,REMOVE_BUFF,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF	MICKEY_AND_FRIENDS,FANTASIA	INCREASED_DAMAGE_DEALT	ENERGY_TEAM	HEAL_TEAM	HEAL_OVER_TIME_TEAM	ENERGY_SELF,ENERGY_TEAM,HEAL_TEAM,MAX_HP_INCREASE,REALITY_INCREASE	MAX_HP_INCREASE,ARMOR_INCREASE,HEAL_TEAM	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	ARMOR_INCREASE	IMMUNITY,REMOVE_BUFF	IMMUNITY,MAX_HP_INCREASE,HEAL_OVER_TIME_SELF
MIGUEL	SUPPORT_ROLE,YELLOW_TEAM,COCO,HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,HEAL_SELF,HEAL_TEAM,SKILL_POWER_INCREASE,ENERGY_SELF,ENERGY_TEAM,ARMOR_DECREASE,REALITY_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,FREEZE,MAX_HP_INCREASE,REALITY_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,DAMAGE_INCREASE	IMMUNITY,ARMOR_INCREASE,REALITY_INCREASE,REMOVE_BUFF,CLEANSE,BERSERK,HEAL_SELF	COCO	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,HEAL_SELF,HEAL_TEAM	SKILL_POWER_INCREASE,ENERGY_SELF,ENERGY_TEAM	ARMOR_DECREASE,REALITY_DECREASE,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,FREEZE	SKILL_POWER_INCREASE	MAX_HP_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,DAMAGE_INCREASE	IMMUNITY	ARMOR_INCREASE	REALITY_INCREASE	REMOVE_BUFF	CLEANSE,BERSERK,HEAL_SELF
MIKE	DPS_ROLE,YELLOW_TEAM,MONSTERS_INC,FANTASTIC_DAMAGE,SCARE,STUN,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE	SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	INCREASED_DAMAGE_DEALT,TENACITY_DECREASE,WEAKNESS	MONSTERS_INC	FANTASTIC_DAMAGE	SCARE	FANTASTIC_DAMAGE	STUN	FANTASTIC_DAMAGE,MAX_HP_INCREASE,ARMOR_INCREASE,REALITY_INCREASE,FANTASTIC_DAMAGE	SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT		TENACITY_DECREASE,WEAKNESS
MILO_THATCH	SUPPORT_ROLE,YELLOW_TEAM,ATLANTIS,HEAL_SELF,SHIELD_SELF,ENERGY_SELF,SHIELD_TEAM,STUN,STUDY,FANTASTIC_DAMAGE,PRECISE,HEAL_TEAM,ENERGY_TEAM,NORMAL_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,SHIELD_TEAM,HEAL_TEAM,PRECISE,TENACITY_DECREASE,SAP,REMOVE_BUFF,SHIELD_SELF,IMMUNITY	ATLANTIS	HEAL_SELF,SHIELD_SELF,ENERGY_SELF,SHIELD_TEAM	STUN,STUDY	FANTASTIC_DAMAGE,PRECISE,STUDY	HEAL_TEAM,SHIELD_TEAM,ENERGY_TEAM	NORMAL_DAMAGE,DAMAGE_INCREASE,SKILL_POWER_INCREASE,SHIELD_SELF,SHIELD_TEAM	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,DAMAGE_INCREASE,SKILL_POWER_INCREASE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	SHIELD_TEAM	HEAL_TEAM	PRECISE,TENACITY_DECREASE,SAP,REMOVE_BUFF	SHIELD_SELF,IMMUNITY
MINNIE_MOUSE	CONTROL_ROLE,RED_TEAM,MICKEY_AND_FRIENDS,NORMAL_DAMAGE,CHARM,ATTACK_SPEED_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,BLIND,SKILL_POWER_INCREASE,MAX_HP_INCREASE	SKILL_POWER_INCREASE,ARMOR_INCREASE,ENERGIZE	TENACITY_DECREASE,EVASION_DECREASE,DAMAGE_DECREASE,SKILL_POWER_DECREASE,HEAL_SELF,REMOVE_BUFF,WEAKNESS,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	MICKEY_AND_FRIENDS	NORMAL_DAMAGE	CHARM,ATTACK_SPEED_INCREASE	FANTASTIC_DAMAGE,DAMAGE_OVER_TIME,BLIND	CHARM	CHARM,SKILL_POWER_INCREASE,MAX_HP_INCREASE,FANTASTIC_DAMAGE,DAMAGE_OVER_TIME	SKILL_POWER_INCREASE,ARMOR_INCREASE,ENERGIZE	TENACITY_DECREASE,EVASION_DECREASE	DAMAGE_DECREASE,SKILL_POWER_DECREASE	HEAL_SELF	REMOVE_BUFF,WEAKNESS	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
MIRABEL_MADRIGAL	SUPPORT_ROLE,BLUE_TEAM,ENCANTO,HEAL_SELF,HEAL_TEAM,CLEANSE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE,FANTASTIC_DAMAGE,CHARM,HARDY,CORRUPTION,INVINCIBLE,IMMUNITY,ENERGY_TEAM,EMPOWERED,SHATTER,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	SHIELD_SELF,SHIELD_TEAM,ARMOR_INCREASE,SKILL_POWER_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,REALITY_DECREASE,PRECISE,REMOVE_BUFF,CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	ENCANTO	HEAL_SELF,HEAL_TEAM,CLEANSE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE,MOVE_SPEED_INCREASE	FANTASTIC_DAMAGE,CHARM	FANTASTIC_DAMAGE,HARDY,CORRUPTION	FANTASTIC_DAMAGE,HARDY,INVINCIBLE,IMMUNITY	FANTASTIC_DAMAGE,ENERGY_TEAM,EMPOWERED,SHATTER,ARMOR_INCREASE,REALITY_INCREASE,SKILL_POWER_INCREASE,MAX_HP_INCREASE	SHIELD_SELF,SHIELD_TEAM,ARMOR_INCREASE,SKILL_POWER_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	REALITY_DECREASE	PRECISE	REMOVE_BUFF	CHARM,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE
MISS_PIGGY	DPS_ROLE,BLUE_TEAM,MUPPETS,NORMAL_DAMAGE,KNOCKBACK,STUN,CHARM,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,HEAL_SELF,MAX_HP_INCREASE,ARMOR_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGIZE	INCREASED_DAMAGE_DEALT,REMOVE_BUFF,SHATTER,PIERCE,INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE	MUPPETS	NORMAL_DAMAGE,KNOCKBACK	STUN,CHARM	ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	NORMAL_DAMAGE	HEAL_SELF,DAMAGE_INCREASE,MAX_HP_INCREASE,ARMOR_INCREASE	SKILL_POWER_INCREASE,MAX_HP_INCREASE,ENERGIZE	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	INCREASED_DAMAGE_DEALT	REMOVE_BUFF,SHATTER,PIERCE	INVINCIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
MOANA	DPS_ROLE,YELLOW_TEAM,MOANA,PRINCESS,SHIELD_SELF,ATTACK_SPEED_INCREASE,NORMAL_DAMAGE,HEAL_SELF,ENERGY_SELF,DAMAGE_INCREASE,MAX_HP_INCREASE	ARMOR_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE,SHIELD_TEAM,HEAL_TEAM,SHIELD_SELF,IMMUNITY,REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT	MOANA,PRINCESS	SHIELD_SELF,ATTACK_SPEED_INCREASE	NORMAL_DAMAGE	HEAL_SELF	ENERGY_SELF	DAMAGE_INCREASE,HEAL_SELF,MAX_HP_INCREASE,MAX_HP_INCREASE	ARMOR_INCREASE,SKILL_POWER_INCREASE,ATTACK_SPEED_INCREASE	DAMAGE_INCREASE,SKILL_POWER_INCREASE	SHIELD_TEAM	HEAL_TEAM	SHIELD_SELF,IMMUNITY	REMOVE_BUFF,FATIGUE,REDUCED_DAMAGE_DEALT
MONKEY_FIST	DPS_ROLE,BLUE_TEAM,KIM_POSSIBLE,NORMAL_DAMAGE,LIMIT,PIERCE,FATIGUE,CLEANSE,HEAL_SELF,HARDY,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,FANTASTIC_DAMAGE,WEAKNESS,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,SHATTER,REMOVE_BUFF,TRUE_DAMAGE,INCREASED_DAMAGE_DEALT,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	ENERGIZE,DAMAGE_INCREASE,ARMOR_INCREASE	INCREASED_DAMAGE_DEALT,WEAKNESS,ARMOR_DECREASE,IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF,REMOVE_BUFF	KIM_POSSIBLE	NORMAL_DAMAGE,LIMIT,PIERCE,FATIGUE	CLEANSE,HEAL_SELF,HARDY,DAMAGE_INCREASE,SKILL_POWER_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	FANTASTIC_DAMAGE,WEAKNESS,MOVE_SPEED_DECREASE,ATTACK_SPEED_DECREASE,SHATTER	REMOVE_BUFF,DAMAGE_INCREASE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE	TRUE_DAMAGE,INCREASED_DAMAGE_DEALT,ARMOR_INCREASE,REALITY_INCREASE,MAX_HP_INCREASE	ENERGIZE,DAMAGE_INCREASE,ARMOR_INCREASE	INCREASED_DAMAGE_DEALT	WEAKNESS	ARMOR_DECREASE	IMMUNITY,INVINCIBLE,HEAL_OVER_TIME_SELF	REMOVE_BUFF
MOTHER_GOTHEL	DPS_ROLE,YELLOW_TEAM,TANGLED,NORMAL_DAMAGE,ENERGY_SELF,CLEANSE,HEAL_SELF,ENERGY_REMOVAL,FATIGUE,MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE,FANTASTIC_DAMAGE,REMOVE_BUFF,MAX_HP_INCREASE,TENACITY_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,SKILL_POWER_INCREASE,MAX_HP_INCREASE	HEAL_TEAM,IMMUNITY,INVISIBLE,SAP,CURSE,INCREASED_DAMAGE_DEALT,DAMAGE_INCREASE,SKILL_POWER_INCREASE	TANGLED	NORMAL_DAMAGE,ENERGY_SELF,CLEANSE,HEAL_SELF	ENERGY_REMOVAL,ENERGY_SELF,FATIGUE	MOVE_SPEED_INCREASE,ATTACK_SPEED_INCREASE,DAMAGE_INCREASE	NORMAL_DAMAGE,HEAL_SELF	FANTASTIC_DAMAGE,NORMAL_DAMAGE,REMOVE_BUFF,ENERGY_REMOVAL,ENERGY_SELF,MAX_HP_INCREASE,TENACITY_INCREASE,DAMAGE_INCREASE	HEAL_OVER_TIME_SELF,HEAL_OVER_TIME_TEAM,SKILL_POWER_INCREASE,MAX_HP_INCREASE	HEAL_TEAM	IMMUNITY	INVISIBLE	SAP,CURSE,INCREASED_DAMAGE_DEALT	INVISIBLE,DAMAGE_INCREASE,SKILL_POWER_INCREASE
