	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER	NORMAL_CRIT_NEGATION	FANTASTIC_CRIT_NEGATION
PLATINUM_ONLOOKERS	GEAR	EMERALD	480	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2837840000					124970000	125050000						0	0			163517600		
PLATINUM_NECKLACE	GEAR	EMERALD	481	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2781090000		193700000										0	0			169353600		
PLATINUM_WARDROBE	GEAR	EMERALD	481	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2270280000		261460000				133930000						0	0			196035200		
PLATINUM_LAMPPOST	GEAR	EMERALD	482	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2270280000					133930000							0	0			117597200		
PLATINUM_GNOME_RAINBOW	GEAR	EMERALD	483	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550					2298640000			65450000						0	0			36076400		
PLATINUM_TARZAN_PARROTS	GEAR	EMERALD	480	R86	81,174,351	324,697,406,056	636,662	143,248,856	339550		2199320000												0	0			87972800		
PLATINUM_GARGOYLE_DRAWINGS	GEAR	EMERALD	485	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550														0	0			0		
PLATINUM_HERCULES_STATUE	GEAR	EMERALD	485	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550														0	0			0		
PLATINUM_GREEK_GARDEN	GEAR	EMERALD	485	R87	186,701,008	746,804,033,929	1,464,322	329,472,368	679125		3689290000					193400000	193400000	5	5	5	5	5	0	0	5	5	458890930.1		
PLATINUM_WATER_HORSE	GEAR	EMERALD	485	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4729800000	177360000	248320000				261880000						0	0			422480000		
PLATINUM_TARGET_DUMMY	GEAR	EMERALD	486	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4434230000					223160000							0	0			222001200		
PLATINUM_SNOWY_VILLAGE	GEAR	EMERALD	485	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550				425710000										0	0			127713000		
PLATINUM_MYSTERIOUS_MAILBOX	GEAR	EMERALD	486	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4185880000	80210000					205330000						0	0			256627200		
PLATINUM_INTERDIMENSIONAL_RIFT	GEAR	EMERALD	486	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550			59770000	156090000										0	0			82689000		
PLATINUM_MR_BIMBO	GEAR	EMERALD	487	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		3121650000	53890000	92260000										0	0			184878000		
PLATINUM_MO	GEAR	EMERALD	487	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550				86010000	1915580000									0	0			44958800		
PLATINUM_UNPLEASANT_UNICORN	GEAR	EMERALD	488	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		5136580000		252010000	2207220000		154730000	154730000						0	0			365030400		
PLATINUM_DOUBLE_MOONS	GEAR	EMERALD	485	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4838810000	126200000				65450000	101140000						0	0			302590400		
PLATINUM_BLAZEY	GEAR	EMERALD	486	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4895930000	97820000											0	0			254529200		
PLATINUM_GUMMI_GLEN	GEAR	EMERALD	486	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4895930000		149840000										0	0			240789200		
PLATINUM_GUMMISCOPE	GEAR	EMERALD	487	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		3476400000	63880000		1750070000									0	0			194884700		
PLATINUM_GREAT_BOOK_OF_GUMMI	GEAR	EMERALD	488	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		2270300000												0	0			90812000		
PLATINUM_NEWS_FLASH	GEAR	EMERALD	485	R87	93,350,504	373,402,016,965	732,161	164,736,184	339550		4966320000						124970000						0	0			223646800		
PLATINUM_HIT_THE_LIGHTS	GEAR	EMERALD	490	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550														0	0			0		
PLATINUM_ALWAYS_A_CRITIC	GEAR	EMERALD	490	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550														0	0			0		
PLATINUM_BADGE_OF_BONDING	GEAR	EMERALD	490	R88	214,706,159	858,824,639,018	1,683,970	378,893,224	679125		3675800000	119610000	202600000					5	5	5	5	5	0	0	5	5	556891128.9		
PLATINUM_CINNAMON_ROLL	GEAR	EMERALD	490	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		5068010000	283490000	479550000			143200000							0	0			545319400		
PLATINUM_OLD_RUSTY	GEAR	EMERALD	491	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550			287060000	583540000				149670000						0	0			377232000		
PLATINUM_KINDERGARTENERS	GEAR	EMERALD	490	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550								208280000						0	0			41656000		
PLATINUM_GALILEO	GEAR	EMERALD	491	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550							188750000							0	0			37750000		
PLATINUM_STUNNING_SYMPHONY	GEAR	EMERALD	491	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		3192070000	159650000		1276830000									0	0			236241100		
PLATINUM_WHEN_WHALES_FLY	GEAR	EMERALD	492	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		2009320000												0	0			80372800		
PLATINUM_YOUNG_LOVE	GEAR	EMERALD	492	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550				161470000	1489660000			144650000						0	0			92267600		
PLATINUM_MANLY_URGES	GEAR	EMERALD	493	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		4807640000	247980000	425340000			138840000	123100000						0	0			521083600		
PLATINUM_GOOD_BAD_GUY	GEAR	EMERALD	490	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		6699050000					234300000							0	0			314822000		
PLATINUM_ONE_JUMP_AHEAD	GEAR	EMERALD	491	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		4802970000	107560000					162730000						0	0			289200800		
PLATINUM_ROAD_FLARE	GEAR	EMERALD	491	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		3192070000			1182210000		104120000							0	0			160328900		
PLATINUM_ZE_DIRT	GEAR	EMERALD	492	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		2482700000		255360000										0	0			175916000		
PLATINUM_GUMBO_POT	GEAR	EMERALD	493	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		1418700000	78760000				26370000							0	0			109278000		
PLATINUM_JOLLY_ROGER_FLAG	GEAR	EMERALD	490	R88	107,353,079	429,412,319,509	841,985	189,446,612	339550		1241390000	74280000	144030000										0	0			137432600		
PLATINUM_CAPTAIN_FLINTS_PORTAL	GEAR	EMERALD	495	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550														0	0			0		
PLATINUM_POOR_OLIVER	GEAR	EMERALD	495	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550														0	0			0		
PLATINUM_MIGHTY_EAGLE	GEAR	EMERALD	495	R89	246,912,083	987,648,334,871	1,936,566	435,727,207	679125		3489780000	191900000	203510000					5	5	5	5	5	0	0	5	5	644484797.1		
PLATINUM_FRESH_CATCH	GEAR	EMERALD	495	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		6978980000	266300000	385000000										0	0			554439200		
PLATINUM_RUTT_AND_TUKE	GEAR	EMERALD	496	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550			263770000	357060000				204840000						0	0			306348000		
PLATINUM_GYPSY	GEAR	EMERALD	495	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		6616730000		368470000										0	0			375210200		
PLATINUM_HIT_THE_GONG	GEAR	EMERALD	496	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		5706130000		332190000										0	0			327902200		
PLATINUM_OUTER_SPACE_CAT	GEAR	EMERALD	496	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		5316240000	115920000											0	0			282201600		
PLATINUM_TOBY	GEAR	EMERALD	497	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		4615030000	147720000				91640000							0	0			291561200		
PLATINUM_ESCAPE_BALLOON	GEAR	EMERALD	497	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550				157710000	297390000									0	0			50286900		
PLATINUM_WANTED_MCLEACH	GEAR	EMERALD	498	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		6630400000	288020000	462500000										0	0			576778000		
PLATINUM_FROG_BAND	GEAR	EMERALD	495	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		7753830000	348990000		1240550000									0	0			531952700		
PLATINUM_FLOATING_CRYSTALS	GEAR	EMERALD	496	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550			262440000	337090000										0	0			258591000		
PLATINUM_ARENDELLE_CASTLE	GEAR	EMERALD	496	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550							117050000	161720000						0	0			55754000		
PLATINUM_BIG_SNOWFLAKE	GEAR	EMERALD	497	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550		3559120000		216270000										0	0			207245800		
PLATINUM_SNOWGIES	GEAR	EMERALD	498	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550					1382890000		106060000							0	0			35040900		
PLATINUM_SAILING_INTO_THE_SUNSET	GEAR	EMERALD	495	R89	123,456,041	493,824,167,436	968,283	217,863,604	339550			209310000											0	0			125586000		
PLATINUM_OPEN_ROAD	GEAR	EMERALD	500	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550														0	0			0		
PLATINUM_PATCH_OF_HEAVEN	GEAR	EMERALD	500	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550														0	0			0		
PLATINUM_CHICK_HAT	GEAR	EMERALD	500	R90	276,541,533	1,106,166,135,055	2,168,954	488,014,472	679125		4955910000	196250000	332240000	4188150000				5	5	5	5	5	0	0	5	5	847150312.3		
PLATINUM_NIGHT_RIDERS	GEAR	EMERALD	500	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550			383920000	453670000										0	0			366453000		
PLATINUM_BADGE_OF_PRIDE	GEAR	EMERALD	501	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550			335100000	506060000										0	0			352878000		
PLATINUM_SKULL_ISLAND	GEAR	EMERALD	500	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		4606850000		369920000										0	0			295250000		
PLATINUM_TAKE_A_WALK	GEAR	EMERALD	501	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550				321120000			197750000							0	0			135886000		
PLATINUM_OSWALD	GEAR	EMERALD	501	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		4257900000	276460000					234180000						0	0			383028000		
PLATINUM_CLOAKED_FIGURE	GEAR	EMERALD	502	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		3664670000			2794810000									0	0			174534900		
PLATINUM_HIDING_FROM_HALLOWEEN	GEAR	EMERALD	502	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		2973500000	111740000	197280000										0	0			245168000		
PLATINUM_UGLY_DUCKLING	GEAR	EMERALD	503	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		5446650000	321120000	530440000			190740000	212660000						0	0			650350000		
PLATINUM_FLOWERS_AND_TREES	GEAR	EMERALD	500	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		4606850000		390850000				197580000						0	0			341045000		
PLATINUM_SALTY_THE_SEAL	GEAR	EMERALD	501	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550				541010000										0	0			162303000		
PLATINUM_OWL_BATH	GEAR	EMERALD	501	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550							219590000	219590000						0	0			87836000		
PLATINUM_PERSEPHONE	GEAR	EMERALD	502	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550			184940000				136610000							0	0			138286000		
PLATINUM_GEPPETTO_WORKSHOP	GEAR	EMERALD	503	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		3003290000			2408240000		59050000							0	0			156024000		
PLATINUM_BADGE_OF_BEAUTY	GEAR	EMERALD	500	R90	138,270,766	553,083,067,528	1,084,477	244,007,236	339550		4188150000	209390000											0	0			293160000		
PLATINUM_HONEST_JOHN	GEAR	EMERALD	505	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550														0	0			0		
PLATINUM_TOOTHY_GRIN_YZMA	GEAR	EMERALD	505	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550														0	0			0		
PLATINUM_REFLECTION	GEAR	EMERALD	505	R91	312,491,933	1,249,967,732,612	2,450,918	551,456,353	679125		6936590000						307370000	5	5	5	5	5	0	0	5	5	800744711.9		
PLATINUM_CHEAT_ARROW	GEAR	EMERALD	505	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		8375870000		977270000										0	0			628215800		
PLATINUM_GREAT_STONE_DRAGON	GEAR	EMERALD	506	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		7096960000	366480000				292690000							0	0			562304400		
PLATINUM_STRAWBERRY_CHEESE	GEAR	EMERALD	505	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		8116010000	263520000	681300000										0	0			687142400		
PLATINUM_YOUNG_ANTON	GEAR	EMERALD	506	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550							365890000							0	0			73178000		
PLATINUM_SURPRISE_ME	GEAR	EMERALD	506	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550								479860000						0	0			95972000		
PLATINUM_TARANS_MAGIC_SWORD	GEAR	EMERALD	507	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		5934750000		545610000	1849730000									0	0			419570300		
PLATINUM_HEN_WEN	GEAR	EMERALD	507	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		3142910000			5339610000									0	0			179112500		
PLATINUM_NURSE_MOUSE	GEAR	EMERALD	508	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		7755410000					411270000							0	0			392470400		
PLATINUM_JAKE_DOWN_UNDER	GEAR	EMERALD	505	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		6979910000					307370000	307570000						0	0			402184400		
PLATINUM_PUFFY_MARAHUTE	GEAR	EMERALD	506	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		6840320000		476420000										0	0			416538800		
PLATINUM_GOLDEN_FEATHER	GEAR	EMERALD	506	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		5583940000		643080000				329410000						0	0			482163600		
PLATINUM_FORKY	GEAR	EMERALD	507	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		5583940000					329410000							0	0			289239600		
PLATINUM_HYPNOTIZED_COWS	GEAR	EMERALD	508	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550					5653700000			160980000						0	0			88733000		
PLATINUM_GOOD_FISHING	GEAR	EMERALD	505	R91	156,245,966	624,983,866,306	1,225,459	275,728,177	339550		5409410000												0	0			216376400		
PLATINUM_DADS_CASSETTE	GEAR	EMERALD	510	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550														0	0			0		
PLATINUM_GRECKLIN	GEAR	EMERALD	510	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550														0	0			0		
PLATINUM_DRAGON_HIGH	GEAR	EMERALD	510	R92	359,365,723	1,437,462,892,504	2,818,555	634,174,806	679125		9074190000					475690000	475690000	5	5	5	5	5	0	0	5	5	1100625810		
PLATINUM_DAD_SHADE	GEAR	EMERALD	510	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		11633430000	436240000	610770000				644120000						0	0			1039136200		
PLATINUM_STONE_BIRDS_CLUE	GEAR	EMERALD	511	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		10906450000					548890000							0	0			546036000		
PLATINUM_GELATINOUS_CUBE	GEAR	EMERALD	510	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550				1047080000										0	0			314124000		
PLATINUM_PAPAYA_THE_SPIRIT_GUIDE	GEAR	EMERALD	511	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		10295600000	197280000					505030000						0	0			631198000		
PLATINUM_FIRE_BABY_COUNTERMEASURES	GEAR	EMERALD	511	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550			147010000	383920000										0	0			203382000		
PLATINUM_EDNAS_INSPIRATION	GEAR	EMERALD	512	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		7678020000	132550000	226920000										0	0			454726800		
PLATINUM_LEFT_HANGING	GEAR	EMERALD	512	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550				211550000	4711570000									0	0			110580700		
PLATINUM_BNL_NEW_BLUE	GEAR	EMERALD	513	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		12633950000		619840000	5428890000		380570000	380570000						0	0			897826900		
PLATINUM_EVES_DIRECTIVE	GEAR	EMERALD	510	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		11901550000	310400000				160980000	248760000						0	0			744250000		
PLATINUM_BNL_FOOD_IN_A_CUP	GEAR	EMERALD	511	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		12042050000	240600000											0	0			626042000		
PLATINUM_NEPTUNE_INN	GEAR	EMERALD	511	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		12042050000		368550000										0	0			592247000		
PLATINUM_DEAL_GONE_WRONG	GEAR	EMERALD	512	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		8550570000	157120000		4304480000									0	0			479339600		
PLATINUM_SHADOW_DEMONS	GEAR	EMERALD	513	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		5584040000												0	0			223361600		
PLATINUM_LOVES_LIGHT	GEAR	EMERALD	510	R92	179,682,861	718,731,446,252	1,409,278	317,087,403	339550		12215180000						307380000						0	0			550083200		
PLATINUM_HEADLESS_HORSEMAN	GEAR	EMERALD	515	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550														0	0			0		
PLATINUM_ROR_OMEGA_ROR	GEAR	EMERALD	515	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550														0	0			0		
PLATINUM_OOZMA_KAPPA	GEAR	EMERALD	515	R93	413,270,581	1,653,082,326,380	3,241,338	729,301,027	679125		9040970000	294190000	498310000					5	5	5	5	5	0	0	5	5	1336460589		
PLATINUM_ONE_MAN_BASS	GEAR	EMERALD	515	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		12465240000	697270000	1179500000			352210000							0	0			1341263600		
PLATINUM_ONE_MAN_TREBLE	GEAR	EMERALD	516	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550			706050000	1435270000				368130000						0	0			927837000		
PLATINUM_YOU_EARNED_IT	GEAR	EMERALD	515	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550								512280000						0	0			102456000		
PLATINUM_FOUR_ONE_FIVE_HAT	GEAR	EMERALD	516	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550							464250000							0	0			92850000		
PLATINUM_HONKS_AND_PLUMAGE	GEAR	EMERALD	516	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		7851190000	392670000		3140480000									0	0			581054400		
PLATINUM_SHADY_OAKS	GEAR	EMERALD	517	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		4942110000												0	0			197684400		
PLATINUM_KNITTING_IN	GEAR	EMERALD	517	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550				397150000	3663960000			355780000						0	0			226940600		
PLATINUM_DINOCO_400	GEAR	EMERALD	518	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		11824830000	609930000	1046160000			341490000	302780000						0	0			1281653200		
PLATINUM_FANCY_CARWASH	GEAR	EMERALD	515	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		16476930000					576280000							0	0			774333200		
PLATINUM_MISS_FRITTER	GEAR	EMERALD	516	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		11813350000	264550000					400250000						0	0			711314000		
PLATINUM_MARK_OF_THE_HUNTSCLAN	GEAR	EMERALD	516	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		7851190000			2907750000		256090000							0	0			394343100		
PLATINUM_ROSES_DREAM_CHARM	GEAR	EMERALD	517	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		6106430000		628080000										0	0			432681200		
PLATINUM_DRAGON_UP	GEAR	EMERALD	518	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		3489420000	193720000				64860000							0	0			268780800		
PLATINUM_MRS_LADYBUG	GEAR	EMERALD	515	R93	206,635,290	826,541,163,190	1,620,669	364,650,514	339550		3053310000	182700000	354260000										0	0			338030400		
PLATINUM_THE_BIG_PEACH	GEAR	EMERALD	520	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550														0	0			0		
PLATINUM_STORM_RHINO	GEAR	EMERALD	520	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550														0	0			0		
PLATINUM_ROBOSHARK_HARPOON	GEAR	EMERALD	520	R94	475,261,168	1,901,044,675,337	3,727,539	838,696,181	679125		8583470000	472000000	500550000					5	5	5	5	5	0	0	5	5	1545747117		
PLATINUM_EARLY_PROTOTYPE	GEAR	EMERALD	520	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550		17165510000	654990000	946950000										0	0			1363699400		
PLATINUM_BEARD_MISHAP	GEAR	EMERALD	521	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550			648770000	878230000				503820000						0	0			753495000		
PLATINUM_HEAVY_IS_THE_HEAD	GEAR	EMERALD	520	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550		16274520000		906290000										0	0			922867800		
PLATINUM_EYES_OF_NOTRE_DAME	GEAR	EMERALD	521	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550		14034810000		817060000										0	0			806510400		
PLATINUM_ALL_EARS	GEAR	EMERALD	521	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550		13075830000	285120000											0	0			694105200		
PLATINUM_BAGHEERAS_DISGUISE	GEAR	EMERALD	522	R94	237,630,584	950,522,337,669	1,863,770	419,348,091	339550		11351140000	363330000				225400000							0	0			717123600		
